part 1:
37;eightthree65tbhvpnthree;0x65696768747468726565363574626876706E7468726565;6|5;65;65
38;ltpeight27fivethxzjthree27;0x6C747065696768743237666976657468787A6A74687265653237;2|7|2|7;2727;27
39;m31cxstb4;0x6D3331637873746234;3|1|4;314;34
40;xfmnzconevzmzkcthree2;0x78666D6E7A636F6E65767A6D7A6B63746872656532;2;2;2
41;837;0x383337;8|3|7;837;87
42;vjone779jzskrxqgkrd2;0x766A6F6E653737396A7A736B727871676B726432;7|7|9|2;7792;72
43;rgd9eight;0x726764396569676874;9;9;9
44;3onetwo34one;0x336F6E6574776F33346F6E65;3|3|4;334;34
45;threeffthlxtmc8zfpl7fivetwo2seven;0x7468726565666674686C78746D63387A66706C376669766574776F32736576656E;8|7|2;872;82
46;two6rxqghhnnthm;0x74776F367278716768686E6E74686D;6;6;6
47;9gfjhhlc4hlpcc;0x3967666A68686C6334686C706363;9|4;94;94
48;glcj9zdnfkrnfcvqqhr9four;0x676C636A397A646E666B726E6663767171687239666F7572;9|9;99;99
49;seven6564four;0x736576656E36353634666F7572;6|5|6|4;6564;64
50;3lrlkmqbvllqpn7fivedmmqhk;0x336C726C6B6D7162766C6C71706E3766697665646D6D71686B;3|7;37;37
51;8fivefiver3eighteight3;0x38666976656669766572336569676874656967687433;8|3|3;833;83
52;3eightthree;0x3365696768747468726565;3;3;3
53;bhzsjfivefour391753;0x62687A736A66697665666F7572333931373533;3|9|1|7|5|3;391753;33
54;nine5sixsix4jrqdljfive8;0x6E696E6535736978736978346A7271646C6A6669766538;5|4|8;548;58
55;threeninenine68gkjlrh8n;0x74687265656E696E656E696E653638676B6A6C7268386E;6|8|8;688;68
56;7vdprdhrmbrnineonektjpseveneight;0x37766470726468726D62726E696E656F6E656B746A70736576656E6569676874;7;7;7
57;3prjtkg6three1;0x3370726A746B6736746872656531;3|6|1;361;31
58;nine5rnbxdsgdnine2seven;0x6E696E6535726E6278647367646E696E6532736576656E;5|2;52;52
59;threes6;0x74687265657336;6;6;6
60;62zzbgfq7;0x36327A7A6267667137;6|2|7;627;67
61;5hbcvdhslxb;0x35686263766468736C7862;5;5;5
62;6msfzlhmksplcbmrqoneoneone;0x366D73667A6C686D6B73706C63626D72716F6E656F6E656F6E65;6;6;6
63;4sevennine3;0x34736576656E6E696E6533;4|3;43;43
64;five99threezmxsj7sqbtthree;0x66697665393974687265657A6D78736A37737162747468726565;9|9|7;997;97
65;56vbt42three;0x353676627434327468726565;5|6|4|2;5642;52
66;12fjlcvkgcv;0x3132666A6C63766B676376;1|2;12;12
67;dnsdbrphqhrthmqtm7sixonezv5fgtwo;0x646E73646272706871687274686D71746D377369786F6E657A7635666774776F;7|5;75;75
68;5seven5fourlhgb;0x35736576656E35666F75726C686762;5|5;55;55
69;fivetwo26threeone7eight3;0x6669766574776F323674687265656F6E6537656967687433;2|6|7|3;2673;23
70;lxlzzhfkfive4eight2fivezqkdxczbmndvflrsq;0x6C786C7A7A68666B6669766534656967687432666976657A716B6478637A626D6E6476666C727371;4|2;42;42
71;71nineseven5one58;0x37316E696E65736576656E356F6E653538;7|1|5|5|8;71558;78
72;fivelncljrgtxkdq51gnnpvtsbnine3five;0x666976656C6E636C6A726774786B64713531676E6E70767473626E696E653366697665;5|1|3;513;53
73;mjlrpthgvz57skzbs24fourtwoneklr;0x6D6A6C7270746867767A3537736B7A62733234666F757274776F6E656B6C72;5|7|2|4;5724;54
74;njqlhp39five;0x6E6A716C6870333966697665;3|9;39;39
75;8xxmstonetwolhlcgzcpqb;0x3878786D73746F6E6574776F6C686C63677A63707162;8;8;8
76;8gjqlbgfive;0x38676A716C626766697665;8;8;8
77;xcdssbrltmf8sevenkxntdzgfsv;0x786364737362726C746D6638736576656E6B786E74647A67667376;8;8;8
78;vhgjfxeightvfvpgcxsnineninepkrjtqtseven7;0x7668676A6678656967687476667670676378736E696E656E696E65706B726A747174736576656E37;7;7;7
79;two3ztllvnrmg7fivetwo;0x74776F337A746C6C766E726D67376669766574776F;3|7;37;37
80;five1jspfivethree1one;0x66697665316A7370666976657468726565316F6E65;1|1;11;11
81;5stkpqcjhxvmrn;0x3573746B7071636A6878766D726E;5;5;5
82;three3six12fourkdmlgfbflm;0x7468726565337369783132666F75726B646D6C676662666C6D;3|1|2;312;32
83;7sixeightnnjnc4one7four;0x3773697865696768746E6E6A6E63346F6E6537666F7572;7|4|7;747;77
84;4bqszrqnfzl9nlp;0x346271737A72716E667A6C396E6C70;4|9;49;49
85;two3threesnjpncrjljpcxhjdzxqcjcjbktvxjgvnfp;0x74776F337468726565736E6A706E63726A6C6A706378686A647A7871636A636A626B7476786A67766E6670;3;3;3
86;36tworrhlh;0x333674776F7272686C68;3|6;36;36
87;43trbqvgrrsjbrxhk;0x34337472627176677272736A627278686B;4|3;43;43
88;eight7five;0x65696768743766697665;7;7;7
89;four934eight8three;0x666F75723933346569676874387468726565;9|3|4|8;9348;98
90;9zjzhmtkt4bvljpttc25sixsix;0x397A6A7A686D746B743462766C6A707474633235736978736978;9|4|2|5;9425;95
91;twotwocmzcczsjz2qcslmnjl1pqfjqfhlpmtjlpzpjhffxr;0x74776F74776F636D7A63637A736A7A327163736C6D6E6A6C317071666A7166686C706D746A6C707A706A6866667872;2|1;21;21
92;4fseven;0x3466736576656E;4;4;4
93;sevennvxlnineph8ninefqbm;0x736576656E6E76786C6E696E657068386E696E656671626D;8;8;8
94;2611five42;0x32363131666976653432;2|6|1|1|4|2;261142;22
95;two7nine;0x74776F376E696E65;7;7;7
96;7eightfour7gh19;0x376569676874666F75723767683139;7|7|1|9;7719;79
97;71kzdvkfbqnineonetwo;0x37316B7A64766B6662716E696E656F6E6574776F;7|1;71;71
98;onesixnine325;0x6F6E657369786E696E65333235;3|2|5;325;35
99;5cbtbckx4vhtslbk;0x3563627462636B7834766874736C626B;5|4;54;54
100;eightdgczsgkc5seventlsfd;0x65696768746467637A73676B6335736576656E746C736664;5;5;5
101;xdljsnqjctzmmxcgxctdxxg73four;0x78646C6A736E716A63747A6D6D786367786374647878673733666F7572;7|3;73;73
102;2shjqglxct5rctbmgvfvjfvrqsvdmthree;0x3273686A71676C78637435726374626D677666766A667672717376646D7468726565;2|5;25;25
103;three71onekbksz8;0x746872656537316F6E656B626B737A38;7|1|8;718;78
104;ninesevenzrcxnnbvninetwoftsvg39;0x6E696E65736576656E7A7263786E6E62766E696E6574776F66747376673339;3|9;39;39
105;twofour36;0x74776F666F75723336;3|6;36;36
106;onerddzfgdnpkjxlbh9twojbtqk;0x6F6E657264647A6667646E706B6A786C62683974776F6A6274716B;9;9;9
107;jjcnine59lgcttxncsix;0x6A6A636E696E6535396C67637474786E63736978;5|9;59;59
108;ninesevenone76zrtmvdponeprfszns;0x6E696E65736576656E6F6E6537367A72746D7664706F6E65707266737A6E73;7|6;76;76
109;bzrxtwocqczcmkdlnjtwor7;0x627A727874776F6371637A636D6B646C6E6A74776F7237;7;7;7
110;sixjqcgcl973one5eight;0x7369786A716367636C3937336F6E65356569676874;9|7|3|5;9735;95
111;freightwo7three;0x66726569676874776F377468726565;7;7;7
112;dnzdrnthreemlqvrjspl79kfkfrbjm6czkzqvqp;0x646E7A64726E74687265656D6C7176726A73706C37396B666B6672626A6D36637A6B7A71767170;7|9|6;796;76
113;two7953mftrgpkxjmrpvn;0x74776F373935336D66747267706B786A6D7270766E;7|9|5|3;7953;73
114;xone4vqljzqrspsgdhvnsgsptwo4;0x786F6E653476716C6A7A7172737073676468766E7367737074776F34;4|4;44;44
115;2612fvhthree;0x323631326676687468726565;2|6|1|2;2612;22
116;one3nine;0x6F6E65336E696E65;3;3;3
117;8five9onetwo;0x3866697665396F6E6574776F;8|9;89;89
118;fourtwo45sixxkjgdvrpltlnrtdbbpjjmqq;0x666F757274776F3435736978786B6A67647672706C746C6E7274646262706A6A6D7171;4|5;45;45
119;four1fiveonenine6;0x666F757231666976656F6E656E696E6536;1|6;16;16
120;4three4;0x34746872656534;4|4;44;44
121;qkjpskjglpeightjnc8two;0x716B6A70736B6A676C7065696768746A6E633874776F;8;8;8
122;eight85sixfour;0x65696768743835736978666F7572;8|5;85;85
123;53fivefive;0x35336669766566697665;5|3;53;53
124;lbmqqpdbpnppzzmttmbpkxbl6sixfour;0x6C626D7171706462706E70707A7A6D74746D62706B78626C36736978666F7572;6;6;6
125;ninemlm7;0x6E696E656D6C6D37;7;7;7
126;mbvxvl2;0x6D627678766C32;2;2;2
127;1vpszgjvdbd;0x317670737A676A76646264;1;1;1
128;7qd7two3onesevenkkgnnlztzxs;0x3771643774776F336F6E65736576656E6B6B676E6E6C7A747A7873;7|7|3;773;73
129;cqrnn1ninefxpglvtkf1;0x6371726E6E316E696E65667870676C76746B6631;1|1;11;11
130;7sixvnknzqpnhvsix6tbfnljfoursixrjzqxctmq;0x37736978766E6B6E7A71706E6876736978367462666E6C6A666F7572736978726A7A717863746D71;7|6;76;76
131;five889four;0x66697665383839666F7572;8|8|9;889;89
132;5rvsk7tsljtfivefour;0x357276736B3774736C6A7466697665666F7572;5|7;57;57
133;prkhvq61clveight9dcvcfsr;0x70726B6876713631636C7665696768743964637663667372;6|1|9;619;69
134;four6ninenp2;0x666F7572366E696E656E7032;6|2;62;62
135;xoneight2five3fqmc6zrgcbzbzghpvbzt;0x786F6E656967687432666976653366716D63367A726763627A627A67687076627A74;2|3|6;236;26
136;sixghxgbjfivesxrth5frzxcjfivegnktshzrpmbdlp;0x73697867687867626A6669766573787274683566727A78636A66697665676E6B7473687A72706D62646C70;5;5;5
137;6prgnxdseven2ggcqhc88;0x367072676E7864736576656E326767637168633838;6|2|8|8;6288;68
138;five46;0x666976653436;4|6;46;46
139;4bmvzlbcsggseventhreefivesix66;0x34626D767A6C6263736767736576656E7468726565666976657369783636;4|6|6;466;46
140;pzkljhppcmpnnng4;0x707A6B6C6A687070636D706E6E6E6734;4;4;4
141;ninefivemqnjsmkgtnzzstrq55;0x6E696E65666976656D716E6A736D6B67746E7A7A737472713535;5|5;55;55
142;one4lveightqjhjjzmrtwo97sctp;0x6F6E65346C766569676874716A686A6A7A6D7274776F393773637470;4|9|7;497;47
143;3vzdmk;0x33767A646D6B;3;3;3
144;lrzj71215;0x6C727A6A3731323135;7|1|2|1|5;71215;75
145;three78ddzzmvfxfzsqtkdqtfsnk5;0x7468726565373864647A7A6D766678667A7371746B64717466736E6B35;7|8|5;785;75
146;db7;0x646237;7;7;7
147;deightwofour9eight63foursixcgllm;0x646569676874776F666F75723965696768743633666F757273697863676C6C6D;9|6|3;963;93
148;123;0x313233;1|2|3;123;13
149;sevenninegtphtjkkbhdx6sqbggcbljx4;0x736576656E6E696E6567747068746A6B6B6268647836737162676763626C6A7834;6|4;64;64
150;8qtk4;0x3871746B34;8|4;84;84
151;thvml91nngfjgrsfive2three;0x7468766D6C39316E6E67666A67727366697665327468726565;9|1|2;912;92
152;17nine92twojkvmfrmpqhtlk;0x31376E696E65393274776F6A6B766D66726D707168746C6B;1|7|9|2;1792;12
153;ninetworcvtjc76;0x6E696E6574776F726376746A633736;7|6;76;76
154;5jrzpvgchg7tlfdlbfmxj8stb;0x356A727A70766763686737746C66646C62666D786A38737462;5|7|8;578;58
155;3t6sixjtnjxhxnfv;0x3374367369786A746E6A7868786E6676;3|6;36;36
156;9f2skxmzgnthreenine;0x396632736B786D7A676E74687265656E696E65;9|2;92;92
157;8sevenonethreeeightsixthree;0x38736576656E6F6E65746872656565696768747369787468726565;8;8;8
158;csrcdmtmscqvqkpthreepfour86;0x63737263646D746D73637176716B70746872656570666F75723836;8|6;86;86
159;threeseveneightfour5zsgfour;0x7468726565736576656E6569676874666F7572357A7367666F7572;5;5;5
160;onellbgsvseven9;0x6F6E656C6C62677376736576656E39;9;9;9
161;rnnkxtbnx1threekbddbpzthreerxcnbcgx;0x726E6E6B7874626E783174687265656B62646462707A74687265657278636E62636778;1;1;1
162;jbvlsxdxsixxjj65one5fours;0x6A62766C73786478736978786A6A36356F6E6535666F757273;6|5|5;655;65
163;kzsix4zg8fgmzc;0x6B7A736978347A673866676D7A63;4|8;48;48
164;mkfpflcpkd37;0x6D6B6670666C63706B643337;3|7;37;37
165;5sixthreefivectltwo94eight;0x3573697874687265656669766563746C74776F39346569676874;5|9|4;594;54
166;fponeight86phxr;0x66706F6E6569676874383670687872;8|6;86;86
167;278dmxscxb42;0x323738646D78736378623432;2|7|8|4|2;27842;22
168;five86;0x666976653836;8|6;86;86
169;63jqkh7sixnine1jmqsqtdhpg;0x36336A716B68377369786E696E65316A6D7173717464687067;6|3|7|1;6371;61
170;zxchvfnvskctd9;0x7A78636876666E76736B63746439;9;9;9
171;64sgddnvnm6five37rzhpzlccz4;0x3634736764646E766E6D36666976653337727A68707A6C63637A34;6|4|6|3|7|4;646374;64
172;69nzlzkrkqt9ninehqrmvklgq234;0x36396E7A6C7A6B726B7174396E696E656871726D766B6C6771323334;6|9|9|2|3|4;699234;64
173;qqtc2pdzzddgjrfhcvsbrbstwo4pdl;0x717174633270647A7A6464676A7266686376736272627374776F3470646C;2|4;24;24
174;ninegjlqdclpmgcjfdqhhsl7n;0x6E696E65676A6C7164636C706D67636A6664716868736C376E;7;7;7
175;voneight6;0x766F6E656967687436;6;6;6
176;onevfqrnvpm9mfkgseightonemrpj;0x6F6E65766671726E76706D396D666B677365696768746F6E656D72706A;9;9;9
177;9twosixfivexz;0x3974776F73697866697665787A;9;9;9
178;1mlbvlninepjvn1onesixfour;0x316D6C62766C6E696E65706A766E316F6E65736978666F7572;1|1;11;11
179;1one33fiveeightfour;0x316F6E653333666976656569676874666F7572;1|3|3;133;13
180;onevsrlmzfivefour11;0x6F6E657673726C6D7A66697665666F75723131;1|1;11;11
181;5gpfqbtn9sevenninefiveseven;0x356770667162746E39736576656E6E696E6566697665736576656E;5|9;59;59
182;8six8oner3vxgttfhtlnnine;0x38736978386F6E65723376786774746668746C6E6E696E65;8|8|3;883;83
183;qc1kcpnpqdthreeeightwoj;0x7163316B63706E70716474687265656569676874776F6A;1;1;1
184;v8onefive;0x76386F6E6566697665;8;8;8
185;8eight56kkpnbzvczmkxtzkjbcm1;0x38656967687435366B6B706E627A76637A6D6B78747A6B6A62636D31;8|5|6|1;8561;81
186;1threegeightcjb5pdpz29;0x317468726565676569676874636A62357064707A3239;1|5|2|9;1529;19
187;ttxcmthreekdsxdfxvrclfn4sixfive69;0x747478636D74687265656B6473786466787672636C666E34736978666976653639;4|6|9;469;49
188;zgddz389;0x7A6764647A333839;3|8|9;389;39
189;2one344nkxtsvf762;0x326F6E653334346E6B7874737666373632;2|3|4|4|7|6|2;2344762;22
190;klncdshlrkpfrxflsncnfmtg5;0x6B6C6E636473686C726B70667278666C736E636E666D746735;5;5;5
191;trvmkbjvreight2kdhxfvlz3ds;0x7472766D6B626A76726569676874326B64687866766C7A336473;2|3;23;23
192;seven57xqrzmcsnjftfthreeonetwofive;0x736576656E35377871727A6D63736E6A66746674687265656F6E6574776F66697665;5|7;57;57
193;5five686lvmlgk4twonefmr;0x35666976653638366C766D6C676B3474776F6E65666D72;5|6|8|6|4;56864;54
194;six1khm82xronexqhzjdqzx;0x736978316B686D383278726F6E657871687A6A64717A78;1|8|2;182;12
195;zldbsjcsnine6vkdslrmtnpthree2;0x7A6C6462736A63736E696E6536766B64736C726D746E70746872656532;6|2;62;62
196;tbbtcl5xnsrjdz;0x74626274636C35786E73726A647A;5;5;5
197;1pqxgmnc1;0x31707178676D6E6331;1|1;11;11
198;3ninefckfrppvdlmf7;0x336E696E6566636B6672707076646C6D6637;3|7;37;37
199;cprpq7three9twobql;0x63707270713774687265653974776F62716C;7|9;79;79
200;fivexgjsgvpd12lzvcbpstpsprdvs;0x6669766578676A736776706431326C7A76636270737470737072647673;1|2;12;12
201;eightone2;0x65696768746F6E6532;2;2;2
202;4threeninexhdcxrffive414;0x3474687265656E696E657868646378726666697665343134;4|4|1|4;4414;44
203;79sxxtpxtpmj;0x373973787874707874706D6A;7|9;79;79
204;37nine;0x33376E696E65;3|7;37;37
205;mfmgtz32smkgxgmnk;0x6D666D67747A3332736D6B6778676D6E6B;3|2;32;32
206;68sevenhmchv;0x3638736576656E686D636876;6|8;68;68
207;skjxk9shvdrznrrz5onetbdcjmk73;0x736B6A786B3973687664727A6E72727A356F6E65746264636A6D6B3733;9|5|7|3;9573;93
208;865seven;0x383635736576656E;8|6|5;865;85
209;4twofivesixbtqjcjthreeeight;0x3474776F666976657369786274716A636A74687265656569676874;4;4;4
210;64fxctcljfsixninedxdbthree;0x363466786374636C6A667369786E696E65647864627468726565;6|4;64;64
211;rgxzttr21vnvgbcfceight91;0x7267787A7474723231766E76676263666365696768743931;2|1|9|1;2191;21
212;jseven422onerzpxvgjpd;0x6A736576656E3432326F6E65727A707876676A7064;4|2|2;422;42
213;twofkktmpvcb4zngnnpdsixtwokgxcgk;0x74776F666B6B746D70766362347A6E676E6E706473697874776F6B677863676B;4;4;4
214;xhcddkcvjpcb4354;0x78686364646B63766A70636234333534;4|3|5|4;4354;44
215;88eightsevenseven;0x38386569676874736576656E736576656E;8|8;88;88
216;2twoqpxtqlccksixthreetwotwo;0x3274776F71707874716C63636B736978746872656574776F74776F;2;2;2
217;vqnlmpsixvpbxdnsfive4;0x76716E6C6D7073697876706278646E736669766534;4;4;4
218;fourfivefive6one;0x666F75726669766566697665366F6E65;6;6;6
219;7xlkzc4;0x37786C6B7A6334;7|4;74;74
220;17klxs;0x31376B6C7873;1|7;17;17
221;snml9;0x736E6D6C39;9;9;9
222;ninepzvg964hqczmdfvnbvrkngrs;0x6E696E65707A76673936346871637A6D6466766E6276726B6E677273;9|6|4;964;94
223;76nine5twosnm86;0x37366E696E653574776F736E6D3836;7|6|5|8|6;76586;76
224;prjrjfxffczhv4six;0x70726A726A66786666637A687634736978;4;4;4
225;eight53twonine;0x6569676874353374776F6E696E65;5|3;53;53
226;tkjh2eightjh;0x746B6A683265696768746A68;2;2;2
227;k2zsfdsm;0x6B327A736664736D;2;2;2
228;four1hlxxvgqcgvhcdcjrr68;0x666F757231686C7878766771636776686364636A72723638;1|6|8;168;18
229;onethree4nine844threetwo;0x6F6E657468726565346E696E65383434746872656574776F;4|8|4|4;4844;44
230;94twonedsn;0x393474776F6E6564736E;9|4;94;94
231;2four3five4tgpkrjdmdfrbjddkxv;0x32666F75723366697665347467706B726A646D646672626A64646B7876;2|3|4;234;24
232;3cnsj;0x33636E736A;3;3;3
233;oneninetwo3cpfrdhnrbrd4;0x6F6E656E696E6574776F336370667264686E7262726434;3|4;34;34
234;2nfcbffx1qhszkhkmmeightnine8v;0x326E666362666678317168737A6B686B6D6D65696768746E696E653876;2|1|8;218;28
235;4three6llthreemrpztjb;0x347468726565366C6C74687265656D72707A746A62;4|6;46;46
236;53xksczcvmdsixnmxvqcctpv1;0x3533786B73637A63766D647369786E6D787671636374707631;5|3|1;531;51
237;xzhhpr66threeblplpkmktp9pgseven;0x787A6868707236367468726565626C706C706B6D6B7470397067736576656E;6|6|9;669;69
238;seven63twoneb;0x736576656E363374776F6E6562;6|3;63;63
239;9btlntpndseventwovtnplnqldthreenine;0x3962746C6E74706E64736576656E74776F76746E706C6E716C6474687265656E696E65;9;9;9
240;nthreeseven4five;0x6E7468726565736576656E3466697665;4;4;4
241;zpktwone1gjzntpllkghhsqqsix8p;0x7A706B74776F6E6531676A7A6E74706C6C6B6768687371717369783870;1|8;18;18
242;eightfourlcrkqcjfsheightfive69;0x6569676874666F75726C63726B71636A6673686569676874666976653639;6|9;69;69
243;hvkv8;0x68766B7638;8;8;8
244;four93dzrfive9eightthree8;0x666F75723933647A7266697665396569676874746872656538;9|3|9|8;9398;98
245;9fivecfour47threecpcjbf;0x396669766563666F7572343774687265656370636A6266;9|4|7;947;97
246;pb1one8two;0x7062316F6E653874776F;1|8;18;18
247;seven64twofivefoursix;0x736576656E363474776F66697665666F7572736978;6|4;64;64
248;hgjjjj7mkxztspmzvbdcbbfkone;0x68676A6A6A6A376D6B787A7473706D7A766264636262666B6F6E65;7;7;7
249;mkdmqzfpkvqfcfiveshstxgnrs9fzzdr;0x6D6B646D717A66706B76716663666976657368737478676E727339667A7A6472;9;9;9
250;ssddfgcd2three;0x7373646466676364327468726565;2;2;2
251;xzzrrxm28seven;0x787A7A7272786D3238736576656E;2|8;28;28
252;1nffqfjtmftwothreeninerqbthmhkhseven;0x316E666671666A746D6674776F74687265656E696E6572716274686D686B68736576656E;1;1;1
253;lkbbgsjmbtpgncfive63;0x6C6B626267736A6D627470676E63666976653633;6|3;63;63
254;jddsdrkmhkthreefoursixone1;0x6A64647364726B6D686B7468726565666F75727369786F6E6531;1;1;1
255;6nine5ngdcninemq7xqlsmdkgjf;0x366E696E65356E6764636E696E656D713778716C736D646B676A66;6|5|7;657;67
256;eightfhppf3f9jgdvzldxltrgg2;0x656967687466687070663366396A6764767A6C64786C7472676732;3|9|2;392;32
257;3nszqpfth9338six;0x336E737A717066746839333338736978;3|9|3|3|8;39338;38
258;srmhtvn46five8four;0x73726D6874766E34366669766538666F7572;4|6|8;468;48
259;6qqttwoeightthree;0x3671717474776F65696768747468726565;6;6;6
260;threedpqxmlghsgls8sixsslthdfzdknmjeight;0x7468726565647071786D6C676873676C733873697873736C746864667A646B6E6D6A6569676874;8;8;8
261;rtwone66four2;0x7274776F6E653636666F757232;6|6|2;662;62
262;six4dt5one1;0x736978346474356F6E6531;4|5|1;451;41
263;xrmlvrfpmtttvppc5;0x78726D6C767266706D7474747670706335;5;5;5
264;34fivesixfivesix;0x33346669766573697866697665736978;3|4;34;34
265;1rnrtkbqlpphqlch52eight;0x31726E72746B62716C707068716C636835326569676874;1|5|2;152;12
266;fourgbr19;0x666F75726762723139;1|9;19;19
267;79sixfoureight8;0x3739736978666F7572656967687438;7|9|8;798;78
268;kdlqxjzdx7mrdqpeightzgdx;0x6B646C71786A7A6478376D7264717065696768747A676478;7;7;7
269;1eight6254dplmqrpkq1;0x3165696768743632353464706C6D7172706B7131;1|6|2|5|4|1;162541;11
270;sevenvqpnd222;0x736576656E7671706E64323232;2|2|2;222;22
271;mpddrhlncrp1fivev69znxthree;0x6D70646472686C6E63727031666976657636397A6E787468726565;1|6|9;169;19
272;87znxjsmsvlzxbfivesevenrgghkbrsdq5;0x38377A6E786A736D73766C7A786266697665736576656E726767686B627273647135;8|7|5;875;85
273;5rxbkctnsfeightxpbllldgjxqdrd3dmt;0x357278626B63746E736665696768747870626C6C6C64676A787164726433646D74;5|3;53;53
274;6twog48eightone;0x3674776F67343865696768746F6E65;6|4|8;648;68
275;2sixfour;0x32736978666F7572;2;2;2
276;433onexklbhneightfour;0x3433336F6E65786B6C62686E6569676874666F7572;4|3|3;433;43
277;eight5hjlmdsnzxeight1;0x656967687435686A6C6D64736E7A78656967687431;5|1;51;51
278;9fvqtc;0x396676717463;9;9;9
279;ltmcrnhrpqtwo7five9;0x6C746D63726E6872707174776F376669766539;7|9;79;79
280;six55;0x7369783535;5|5;55;55
281;mpsjhvbxmkpppfjhdjlgcrvkzpvds6htl;0x6D70736A687662786D6B707070666A68646A6C676372766B7A707664733668746C;6;6;6
282;jldzmj671vzljbmrjtwo;0x6A6C647A6D6A363731767A6C6A626D726A74776F;6|7|1;671;61
283;rsznrsrtcz2threerk5ggdrtfmktrjjrdpjvvhshhqszzmbzp;0x72737A6E72737274637A327468726565726B356767647274666D6B74726A6A7264706A76766873686871737A7A6D627A70;2|5;25;25
284;nine53v;0x6E696E65353376;5|3;53;53
285;6khbvone;0x366B6862766F6E65;6;6;6
286;tvzoneight5khzglntxjgb;0x74767A6F6E6569676874356B687A676C6E74786A6762;5;5;5
287;qtgx9zhtrqcnlblvrsngsfkeightninefvlnpjbxsix;0x71746778397A68747271636E6C626C7672736E6773666B65696768746E696E6566766C6E706A6278736978;9;9;9
288;tljmkjbb1kncvqsix9jthkqlkvkztjjbtrbqjxjmrblzzjfive;0x746C6A6D6B6A6262316B6E637671736978396A74686B716C6B766B7A746A6A62747262716A786A6D72626C7A7A6A66697665;1|9;19;19
289;eight6l;0x6569676874366C;6;6;6
290;47qxgjthreeeightwohp;0x34377178676A74687265656569676874776F6870;4|7;47;47
291;lqponeightggj4smzdbzqg86three;0x6C71706F6E656967687467676A34736D7A64627A716738367468726565;4|8|6;486;46
292;75znine;0x37357A6E696E65;7|5;75;75
293;nvqgzfx4five;0x6E7671677A66783466697665;4;4;4
